gene	mean	median	longest_isoform	merged
Plekha6	7241	7241	7397	7457
Gm19461	3112	3112	3112	3112
Golt1a	1842	1842	1842	1842
Kiss1	496	496	496	496
Ren2	1525	1525	1525	1525
Ren1	1422	1422	1422	1422
Etnk2	2280	2280	2280	2280
Sox13	3531	3531	3531	3531
Snrpe	492	492	492	492
Zc3h11a	4441	4441	4468	4468
Zbed6	5007	5007	5007	5007
Lax1	2322	2322	2371	2371
Atp2b4	8196	8196	8292	8292
Mir6903	88	88	88	88
Optc	1604	1676	1891	2073
Prelp	3602	3602	3602	3602
Fmod	2859	2859	2859	2859
Btg2	3083	3083	3083	3083
Chit1	1748	1815	1851	1851
Chil1	1689	1689	1689	1689
Mybph	1829	1829	1829	1829
Adora1	5007	5004	5819	5819
Myog	1480	1480	1480	1480
Ppfia4	6067	6067	6067	6067
Tmem183a	3167	3167	3169	3169
4933406M09Rik	1770	1770	1770	1770
Cyb5r1	1626	1626	1626	1626
Adipor1	3181	3181	3240	3448
Klhl12	3196	3196	3196	3196
Rabif	1959	1959	1959	1959
Mgat4e	1783	1783	1832	1832
Kdm5b	6300	6300	6300	6300
Syt2	3386	3386	3386	3386
Ppp1r12b	3101	3101	3137	6185
Ube2t	1044	1044	1133	1133
Lgr6	3623	3623	3623	3623
Ptprv	6080	6080	6080	6080
Ptpn7	3264	3264	3264	3264
Arl8a	1702	1702	1702	1702
Gpr37l1	2253	2253	2253	2253
Elf3	1970	1970	2000	2000
Rnpep	2242	2242	2301	2301
Timm17a	917	917	917	917
Lmod1	3942	3942	3942	3942
Shisa4	1190	1190	1190	1190
Ipo9	6236	6236	6236	6236
Nav1	12767	12767	12767	12767
Mir1231	81	81	81	81
Csrp1	1770	1770	1770	1770
Phlda3	1467	1467	1467	1467
Tnni1	1062	1062	1086	1114
Lad1	2992	2992	2992	2992
Tnnt2	1195	1207	1220	1252
Pkp1	4486	4486	4486	4486
Igfn1	8996	8996	8996	8996
Tmem9	1515	1491	1595	1750
Ascl5	567	567	567	567
Cacna1s	6219	6219	6251	6260
Gm15850	424	424	508	508
Kif21b	9119	9119	9119	9119
5730559C18Rik	3013	3013	3013	3013
Gpr25	1960	1960	1960	1960
Camsap2	7823	7823	7823	7823
9230116N13Rik	2097	2097	2097	2097
Ddx59	2228	2228	2228	2228
Kif14	8338	8338	8338	8338
Zfp281	5273	5273	5275	5275
Gm19705	412	412	414	489
Platr22	1199	1199	1199	1199
Nr5a2	3677	3677	3720	3857
Mir181a-1	87	87	87	87
Mir181b-1	80	80	80	80
Ptprc	5331	5249	5568	5666
Atp6v1g3	1887	1887	1887	1887
Nek7	3366	3366	3366	3366
Gm5833	1930	1930	1930	1930
Lhx9	3851	4551	4924	5750
2310009B15Rik	571	571	571	571
Dennd1b	8138	8138	8205	8313
4930596I21Rik	460	460	460	460
Crb1	4702	4702	4702	4702
4933436E23Rik	1111	1111	1111	1111
Zbtb41	8362	8362	8362	8362
Aspm	9866	9866	9866	9866
F13b	2378	2378	2378	2378
Cfhr1	1732	1732	1732	1732
Gm4788	2827	2884	2887	2887
Cfhr2	1602	1602	1602	1602
Cfh	4365	4365	4365	4365
Kcnt2	3957	3957	3957	3957
4930590L20Rik	551	551	551	551
Cdc73	2678	2678	2678	2678
B3galt2	4578	4578	4578	4578
Glrx2	3509	3494	3603	3730
Trove2	8720	8720	8720	8720
Uchl5	1849	1849	1851	1851
Rgs2	3009	3009	3009	3009
Rgs13	1497	1497	1497	1497
Rgs1	1330	1330	1330	1330
Rgs21	788	788	827	827
Rgs18	1859	1859	1859	1859
Brinp3	2939	2939	3118	3172
Pla2g4a	2853	2853	2855	3051
Mir7652	39	39	39	39
Ptgs2os	2994	2994	2994	2994
Ptgs2	4145	4145	4145	4145
Ptgs2os2	1745	1745	1745	1745
Pdc	1241	1241	1247	1247
2310030A07Rik	610	610	610	610
BC003331	3194	3194	3242	3242
Tpr	7550	7550	7550	7550
Prg4	3081	3081	4278	4278
Hmcn1	18314	18314	18314	18314
C730036E19Rik	2640	2640	2640	2640
Ivns1abp	3231	3387	3513	5037
Swt1	3668	3668	3668	3668
Trmt1l	2665	2665	2665	2665
Mir7682	58	58	58	58
Rnf2	3028	3028	3028	3028
Fam129a	3939	3939	3939	3939
Edem3	6604	6604	6604	6604
1700025G04Rik	9754	9754	9754	9754
Tsen15	1132	1132	1132	1132
Colgalt2	4056	4056	4056	4056
Rgl1	3887	3887	3887	3887
Apobec4	1566	1566	1566	1566
Arpc5	1897	1897	1897	1897
Ncf2	2596	2596	2596	2596
Smg7	5795	5793	5803	6069
Nmnat2	4523	4523	4523	4523
Lamc2	5164	5164	5164	5164
Lamc1	7622	7622	7622	7622
E330020D12Rik	2827	2827	2827	2827
Shcbp1l	2045	2045	2045	2045
Dhx9	4613	4613	4613	4613
Npl	1403	1403	1403	1403
Rgs8	5804	5804	5804	5804
C230024C17Rik	3337	3337	3337	3337
Rgs16	2335	2335	2335	2335
Rnasel	4758	4758	4758	4758
Rgsl1	3640	3640	3640	3640
Teddm2	1654	1654	1654	1654
Teddm1b	2527	2527	2527	2527
Teddm1a	1415	1415	1415	1415
Mir8114	111	111	111	111
Glul	2807	2807	2807	2807
Zfp648	1877	1877	1877	1877
4930452N14Rik	613	613	613	613
4930532M18Rik	481	481	481	481
Cacna1e	12697	12697	12697	12697
Ier5	3270	3270	3270	3270
Mr1	2509	2509	2509	2509
Stx6	2459	2459	2459	2459
Xpr1	7651	7651	7651	7651
Gm5532	1751	1751	1751	1751
Acbd6	1248	1257	1497	1942
Lhx4	1851	1851	1851	1851
Qsox1	2928	2928	3361	3361
Cep350	13307	13307	13307	13307
Tor1aip1	4050	4134	4302	4439
Tor1aip2	3271	2645	5855	8110
Fam163a	3892	3892	3892	3892
Tdrd5	3296	3296	3443	3472
Nphs2	3108	3108	3108	3108
Soat1	4785	4785	4785	4785
Abl2	10558	10558	10714	10714
Tor3a	3268	3268	3268	3268
Fam20b	4238	4238	4238	4238
Ralgps2	6939	6923	7019	7133
Angptl1	2191	2191	2191	2191
Tex35	883	901	993	1021
Rasal2	10046	10046	10046	10046
2810025M15Rik	1194	1194	1194	1194
BC026585	1289	1289	1289	1289
Sec16b	4456	4427	4595	4650
Brinp2	4101	4101	4101	4101
Astn1	7212	7212	7224	7224
Mir488	109	109	109	109
Pappa2	8585	8585	8585	8585
Rfwd2	5056	5056	5056	5056
Scarna3a	118	118	118	118
Mir1843b	66	66	66	66
Tnr	5395	5395	5395	5395
4930523C07Rik	2934	2934	4034	5390
4930562F07Rik	794	794	830	887
Tnn	5809	5809	5809	5809
Mrps14	1970	1970	1970	1970
Cacybp	2115	2115	2115	2115
Rabgap1l	4855	4855	6338	9489
Mir1927	109	109	109	109
Gpr52	1086	1086	1086	1086
Rc3h1	11011	11011	11011	11011
Serpinc1	2161	2161	2161	2161
Zbtb37	3883	3883	3883	3883
Gas5	2554	2554	2554	2554
Snord47	65	65	65	65
Dars2	3581	3581	3581	3581
Cenpl	2317	2317	2439	2439
Klhl20	4037	4037	4037	4037
Ankrd45	3723	3723	3723	3723
4930469G21Rik	954	954	954	954
Prdx6	2362	2378	2489	2489
Tnfsf4	1609	1609	1609	1609
Tnfsf18	2064	2064	2064	2064
Fasl	1911	1911	1934	1934
Suco	6308	6308	6308	6308
4930558K02Rik	996	996	1013	1164
Pigc	3294	3294	3301	3301
Dnm3	6054	6054	7519	7523
2810442N19Rik	919	919	919	919
Dnm3os	7928	7928	7928	7928
Mir199a-2	110	110	110	110
Mir214	110	110	110	110
Mettl13	2790	2790	2790	2790
Vamp4	2532	2532	2532	2532
Myoc	2080	2080	2080	2080
7420461P10Rik	741	741	741	741
Prrc2c	10444	10444	10444	10444
Fmo4	1787	1787	1787	1787
Fmo1	2326	2326	2326	2326
Fmo2	3336	3336	3336	3336
Fmo6	1870	1870	1870	1870
Fmo3	2010	2010	2010	2010
Mroh9	2956	2956	2956	2956
Prrx1	4651	4892	4964	7448
Gorab	2509	2509	2509	2509
Mettl11b	1053	1053	1053	1053
Kifap3	3977	3977	4010	4010
Scyl3	4301	4368	4393	4689
BC055324	2910	2910	2910	2910
Mettl18	1458	1458	1458	1458
Sele	2912	2912	2912	2912
Sell	2267	2267	2321	2321
Selp	3438	3438	3438	3438
Gm16548	1241	1241	1241	1241
F5	7433	7433	7433	7433
Slc19a2	3514	3514	3571	3571
Ccdc181	1896	1896	1896	1896
Blzf1	3963	3948	4014	4035
Nme7	1954	1740	2385	3017
Atp1b1	2590	2590	2590	2590
Dpt	1636	1636	1636	1636
Gm20743	1588	1588	1588	1588
Xcl1	502	502	502	502
4930568G15Rik	998	998	998	998
Tbx19	2662	2662	2662	2662
Sft2d2	5526	5526	5526	5526
Tiprl	4395	4395	4395	4395
Gpr161	1943	1943	1943	1943
Dcaf6	3305	3305	3305	3305
Mpc2	854	854	854	854
Adcy10	5209	5209	5209	5209
Mpzl1	2303	2303	2356	2356
Rcsd1	2625	2625	2670	2670
Creg1	2125	2125	2125	2125
Cd247	2303	2713	2957	4604
Pou2f1	12978	12978	13050	13123
Dusp27	4023	4023	4025	4025
Gpa33	2293	2293	2293	2293
Mael	1546	1546	1546	1546
Ildr2	8260	8260	8260	8260
Tada1	2144	2144	2144	2144
Pogk	7203	7203	7370	7370
Gm4846	1744	1744	1744	1744
Gm4847	3012	3012	3012	3012
Fmo9	3065	3065	3065	3065
Gm16701	936	936	936	936
Fam78b	4773	4668	4986	4986
Uck2	1337	1337	1337	1337
Mir6347	101	101	101	101
Tmco1	4474	4474	4474	4474
Aldh9a1	2833	2833	2833	2833
Mgst3	635	635	635	635
Lrrc52	1137	1137	1137	1137
Rxrg	1904	1904	2132	2363
Lmx1a	3338	3338	3338	3338
Pbx1	6243	6970	7163	9280
Mir6348	120	120	120	120
Nuf2	2405	2405	2405	2405
Rgs5	1809	1809	1809	1809
Rgs4	2941	2941	2941	2941
1700084C01Rik	1440	1440	1440	1440
Hsd17b7	4574	4574	4574	4574
3110045C21Rik	1135	1135	1135	1135
Ddr2	8290	8290	8290	8290
Uap1	3066	3081	3084	3084
Uhmk1	2024	2024	2024	2024
Sh2d1b2	399	399	399	399
Sh2d1b1	1433	1433	1433	1433
Gm7694	3833	3833	3833	3833
1700015E13Rik	713	713	713	713
Nos1ap	2253	2253	2973	3684
Olfml2b	3095	3095	3095	3095
Atf6	7463	7463	7463	7463
Dusp12	1374	1374	1374	1374
Fcrlb	1284	1284	1284	1284
Fcrla	1682	1661	1727	1727
Fcgr2b	1475	1475	1546	1546
Fcgr4	1250	1250	1250	1250
Fcgr3	1353	1353	1353	1353
Mir6546	62	62	62	62
Cfap126	1034	1034	1034	1034
Sdhc	1179	1179	1179	1179
Mpz	1993	1993	1993	1993
Pcp4l1	1575	1575	1575	1575
Nr1i3	1377	1411	1414	1414
Tomm40l	2920	2920	2920	2920
Apoa2	559	518	865	936
Fcer1g	658	658	658	658
Ndufs2	1606	1606	1606	1606
Adamts4	3673	3673	3673	3673
B4galt3	1998	1998	1998	1998
Ppox	1821	1821	1821	1821
Usp21	2181	2181	2181	2181
Ufc1	964	964	964	964
Dedd	2716	2716	2733	2733
Nit1	1358	1358	1374	1374
Pfdn2	622	622	622	622
Klhdc9	1555	1555	1555	1555
Pvrl4	3466	3466	3504	3504
Arhgap30	4487	4487	4487	4487
Usf1	1805	1811	1848	2030
Tstd1	551	551	551	551
F11r	2482	2482	2482	2482
Alyref2	1273	1273	1273	1273
Itln1	1139	1139	1139	1139
Cd244	3758	3758	3758	3758
Ly9	2394	2499	2515	2591
Slamf7	3977	3977	3977	3977
Mir7683	61	61	61	61
Cd48	1142	1142	1142	1142
Slamf1	2688	2688	2688	2688
Cd84	3366	3291	3521	6253
Slamf6	2443	2443	2443	2443
Vangl2	2260	2260	2260	2260
Nhlh1	2487	2487	2487	2487
Ncstn	2855	2855	2855	2855
Copa	4629	4629	4629	4629
Pex19	2993	2993	3131	3131
Dcaf8	3743	3743	3743	3743
Pea15a	2477	2477	2477	2477
Casq1	1874	1874	1874	1874
Atp1a4	3485	3485	3485	3485
Atp1a2	6227	6227	6227	6227
Igsf8	2232	2232	2232	2232
Kcnj9	3270	3270	3270	3270
Kcnj10	5407	5407	5407	5407
Pigm	7569	7569	7569	7569
Slamf9	1145	1145	1145	1145
Igsf9	4168	4168	4201	4249
Tagln2	1382	1382	1382	1382
Cfap45	1822	1822	1822	1822
4933439K11Rik	941	941	941	941
Vsig8	1660	1660	1801	1879
Slamf8	2040	2040	2040	2040
Fcrl6	1914	1914	1914	1914
Dusp23	1417	1417	1417	1417
Crp	1698	1698	1698	1698
Apcs	984	984	984	984
Olfr16	1050	1050	1050	1050
Olfr1408	933	933	933	933
Olfr1406	1063	1063	1063	1063
Olfr218	942	942	942	942
Olfr1404	1034	1034	1034	1034
Fcer1a	1026	1026	1026	1026
Olfr418	991	991	991	991
Mptx2	694	694	694	694
Ackr1	1158	1158	1158	1158
Cadm3	4159	4159	4159	4159
Aim2	2537	2537	2537	2537
BC094916	1294	1294	1294	1294
Pydc4	2654	2654	2680	2680
Pyhin1	3497	3497	3497	3497
Pydc3	2987	2987	2987	2987
AI607873	3483	3483	3483	3483
Ifi204	2295	2295	2295	2295
Mndal	1908	1908	1908	1908
Mnda	1786	1786	1789	1789
Ifi203	3991	3611	4874	4891
Ifi202b	1794	1794	1796	1796
Ifi205	1613	1613	1613	1613
Olfr433	1004	1004	1004	1004
Olfr432	939	939	939	939
Olfr430	954	954	954	954
Olfr429	943	943	943	943
Olfr426	949	949	949	949
Olfr427	948	948	948	948
Olfr231	924	924	924	924
Olfr424	948	948	948	948
Olfr421-ps1	1050	1050	1050	1050
Olfr420	1046	1046	1046	1046
Spta1	8405	8405	8405	8405
Olfr419	1088	1088	1088	1088
Mptx1	803	803	803	803
Olfr417	930	930	930	930
Olfr248	1010	1010	1010	1010
Olfr414	955	955	955	955
Olfr220	978	978	978	978
Fmn2	6442	6442	6442	6442
Grem2	3745	3745	3745	3745
Rgs7	2448	2448	2487	2487
Fh1	1632	1632	1632	1632
Kmo	2498	2498	2498	2498
Opn3	1769	1769	1769	1769
Chml	6116	6116	6116	6116
Wdr64	3816	3816	3816	3816
Exo1	5506	5506	5506	5506
Becn2	1789	1789	1789	1789
Pld5	3419	3419	3571	3894
Cep170	6930	6930	6930	6930
Mir350	99	99	99	99
Sdccag8	2771	2771	2771	2771
Hmga2-ps1	1510	1510	1510	1510
Akt3	4735	4735	4735	4735
Zbtb18	4391	4391	4944	5106
2310043L19Rik	698	698	698	698
1700016C15Rik	749	749	749	749
Adss	2553	2553	2553	2553
Gm16432	1663	1663	1663	1663
Desi2	4213	4213	4213	4213
Cox20	448	448	448	448
Hnrnpu	3670	3670	3670	3670
Efcab2	2538	2538	2538	2538
Kif26b	7406	7406	7406	7406
Smyd3	3761	3761	3761	3761
Tfb2m	2448	2448	2448	2448
Cnst	4545	4545	4545	4545
Sccpdh	1922	1922	1922	1922
Ahctf1	8831	8831	8831	8831
Cdc42bpa	8656	8656	8656	8656
Adck3	3977	3977	4026	4076
Psen2	2001	2001	2006	2084
Gm5069	3581	3581	3581	3581
Itpkb	5101	5101	5101	5101
6330403A02Rik	6557	6557	6557	6557
Parp1	3827	3827	3827	3827
Mir6904	67	67	67	67
Lin9	3159	3159	3160	3160
Mixl1	2289	2289	2289	2289
Acbd3	3471	3471	3471	3471
H3f3a	1076	1076	1076	1076
Sde2	3190	3190	3190	3190
Lefty2	2461	2461	2461	2461
Pycr2	1599	1599	1599	1599
Lefty1	1604	1604	1604	1604
Tmem63a	3239	3239	3239	3239
Ephx1	1665	1665	1665	1665
9130409I23Rik	1898	1898	1898	1898
Nvl	3060	3060	3060	3060
Cnih4	3268	3268	3268	3268
Wdr26	7047	7047	7047	7047
Cnih3	2641	2670	2727	2727
Ccdc121	1819	1819	1819	1819
Lbr	3552	3552	3552	3552
Enah	12112	12284	12335	12347
Srp9	1388	1388	1388	1388
Vmn1r1	921	921	921	921
Degs1	2005	2005	2005	2005
1700047M11Rik	686	686	686	686
Fbxo28	4913	4913	4913	4913
Trp53bp2	4370	4370	4370	4370
Capn2	3185	3185	3185	3185
Capn8	2447	2447	2483	3705
Ccdc185	2055	2055	2055	2055
Susd4	2035	2035	2035	2035
Tlr5	3199	3199	3199	3199
Disp1	4914	4922	5030	5208
Brox	3456	3456	3456	3456
Aida	3293	3293	3293	3293
Mia3	6741	6741	6741	6741
Taf1a	2372	2371	2393	2482
Hhipl2	2662	2662	2769	2915
1700056E22Rik	967	967	967	967
Dusp10	2712	2712	2712	2712
1700112H15Rik	778	778	778	778
4930488B22Rik	1722	1722	1722	1722
Hlx	2147	2147	2147	2147
Marc1	2142	2142	2142	2142
Marc2	1883	1883	1883	1883
Mir1981	82	82	82	82
C130074G19Rik	2853	2853	2853	2853
Mark1	4565	4565	4565	4565
Rab3gap2	6988	6988	6988	6988
Snora36b	113	113	113	113
Mir664	69	69	69	69
Iars2	3540	3540	3540	3540
Mir194-1	67	67	67	67
Mir215	111	111	111	111
Bpnt1	2182	2182	2182	2182
Eprs	4850	4850	4850	4850
9630028B13Rik	3406	3406	3406	3406
Gm2061	2761	2761	2761	2761
Slc30a10	5835	5835	5835	5835
5033404E19Rik	709	709	709	709
Mir297c	75	75	75	75
Lyplal1	1577	1577	1577	1577
A730004F24Rik	1559	1559	1748	1748
Tgfb2	4725	4725	4725	4725
Rrp15	1212	1212	1212	1212
D1Pas1	3212	3212	3212	3212
Spata17	1186	1186	1303	1645
1700007P06Rik	823	823	823	823
Gpatch2	4549	4549	4549	4549
Esrrg	5323	5323	5354	5580
9330162B11Rik	2212	2212	2212	2212
Ush2a	15889	15889	15889	15889
Kctd3	3703	3703	3703	3703
Kcnk2	3335	3351	3502	4123
Cenpf	11122	11122	11122	11122
Ptpn14	10744	10744	10744	10744
Smyd2	1605	1605	1605	1605
Prox1	4137	4137	4137	4137
Rps6kc1	3995	3995	3995	3995
Angel2	3104	3142	3230	3349
Vash2	3963	3963	4030	4190
Mfsd7b	4087	4087	4087	4087
A230020J21Rik	1649	1649	1649	1649
Spata45	428	428	428	428
Tatdn3	1205	1238	1254	1254
Nsl1	2973	2973	2973	2973
Batf3	712	712	712	712
Fam71a	2234	2234	2234	2234
Atf3	1976	1976	1976	1976
Nenf	658	658	658	658
Tmem206	4204	4204	4204	4204
Ppp2r5a	3082	3082	3082	3082
Dtl	4237	4237	4253	4253
Ints7	5213	5219	5349	5349
Lpgat1	7055	7055	7066	7248
Nek2	3197	3197	3197	3197
1700034H15Rik	4362	4362	4362	4362
Slc30a1	5230	5230	5230	5230
Rd3	3743	3723	3857	4267
Traf5	2110	2110	2110	2110
Mir3473c	81	81	81	81
Rcor3	2958	3763	3877	4419
Gm10516	2612	2612	2612	2612
Kcnh1	7198	7198	7239	7239
Hhat	2835	2835	2835	2835
1700065J18Rik	404	404	404	404
Sertad4	3218	3218	3346	3401
Gm15867	992	992	992	992
Syt14	7909	7909	7938	7938
Diexf	5548	5548	5548	5548
Irf6	4124	4124	4124	4124
A130010J15Rik	3734	3782	3792	3834
Traf3ip3	2121	2121	2121	2121
Hsd11b1	1360	1360	1373	1445
G0s2	843	843	843	843
Lamb3	4035	4035	4055	4164
Camk1g	2453	2453	2453	2453
Mir205	68	68	68	68
4930503O07Rik	578	578	578	578
Plxna2	11035	11035	11035	11035
Cd34	2543	2543	2621	2621
Gm16897	2491	2491	2491	2491
A330023F24Rik	5195	5195	5195	5195
Mir29b-2	81	81	81	81
Mir29c	88	88	88	88
Cd46	1213	1213	1213	1213
Cr1l	1662	1662	1662	1662
Cr2	6207	6207	6207	6207
B020014A21Rik	1938	1938	1938	1938
H60c	2817	2817	2817	2817
Ppp1r14c	2524	2524	2524	2524
Iyd	1540	1540	1540	1540
Plekhg1	7272	7272	7355	7414
Mthfd1l	3699	3731	3743	4332
Akap12	6247	6247	6247	6247
Zbtb2	3227	3227	3227	3227
Rmnd1	1849	1849	1849	1849
Gm5512	1751	1751	1755	3503
Armt1	2290	2290	2290	2290
Ccdc170	2151	2151	2151	2151
Esr1	4801	6218	6358	8765
Syne1	7560	6982	10872	18111
Myct1	2779	2779	2779	2779
Vip	1527	1527	1527	1527
Fbxo5	1807	1807	1807	1807
Mtrf1l	2621	2621	2621	2621
Rgs17	8155	8155	8190	8190
Oprm1	2172	2204	2778	4600
Ipcef1	3294	3222	5561	8240
Cnksr3	3448	3448	3448	3448
Ulbp1	1819	1819	1819	1819
Lrp11	3397	3397	3397	3397
Pcmt1	1917	1917	1917	1917
A630066F11Rik	1253	1253	1253	1253
Nup43	1290	1290	1290	1290
BC020402	2188	2188	2188	2188
Lats1	7215	7215	7215	7215
Katna1	1775	1775	1775	1775
Ginm1	1557	1557	1557	1557
Ppil4	2896	2896	2896	2896
Zc3h12d	4093	4093	4093	4093
Mir5104	94	94	94	94
Tab2	4278	4278	4278	4278
Ust	4284	4284	4284	4284
Sash1	7183	7183	7183	7183
Samd5	2495	2495	2495	2495
Gm6150	2980	2980	2980	2980
Stxbp5	9074	9074	9074	9074
Adgb	5218	5218	5218	5218
Rab32	2054	2054	2054	2054
Gm5177	3785	3785	3785	3785
Grm1	6947	6947	6990	6990
4930567K20Rik	444	444	444	444
Shprh	7054	6949	7382	9289
Fbxo30	4960	4960	4977	5114
Epm2a	1079	1079	1079	1079
Utrn	12382	12382	12382	12382
B230208H11Rik	1135	1135	1182	1182
Stx11	2267	2261	2396	2396
Sf3b5	734	734	734	734
Plagl1	5261	5261	5261	5261
Hymai	5056	5056	5056	5056
Zc2hc1b	1053	1053	1053	1053
Ltv1	1768	1768	1768	1768
Phactr2	8398	8385	8540	8913
Fuca2	3954	3954	3954	3954
Pex3	1842	1842	2303	2405
Adat2	1453	1453	1453	1453
Aig1	1054	1054	1054	1054
Hivep2	9768	9768	9768	9768
Adgrg6	6505	6505	6505	6505
Vta1	1325	1325	1325	1325
1700016L04Rik	910	910	910	910
Gje1	1477	1477	1477	1477
Nmbr	1173	1173	1173	1173
C330004P14Rik	628	628	628	628
Gm20125	3401	3401	3401	3401
Cited2	1969	1969	1969	1969
Txlnb	4457	4457	4457	4457
Heca	3667	3667	3667	3667
Abracl	810	810	810	810
Reps1	2577	2577	2618	2618
Ect2l	2900	2900	2900	2900
Ccdc28a	1166	1166	1166	1166
Nhsl1	7058	7058	7320	7637
Hebp2	1910	1910	1910	1910
Arfgef3	8216	8216	8216	8216
Gm4922	2355	2355	2355	2355
4930444F02Rik	1753	1804	2591	4202
Perp	1900	1900	1900	1900
Tnfaip3	4379	4379	4422	4595
Gm20139	6074	6074	6208	6220
Olig3	2066	2066	2066	2066
Ifngr1	2099	2099	2099	2099
Il22ra2	2468	2468	2468	2468
Il20ra	2088	2088	2088	2088
Slc35d3	2629	2629	2629	2629
Pex7	1855	1855	1894	1894
Map3k5	5393	5393	5393	5393
Map7	3883	3883	3895	3895
4930405J17Rik	629	629	629	629
Gm6251	592	592	592	592
Mir6413	108	108	108	108
Bclaf1	5403	5448	5454	5454
Mtfr2	2307	2307	2307	2307
Pde7b	4127	4127	4127	4127
Ahi1	3459	3459	4851	5094
Myb	3598	3598	3777	3777
Hbs1l	2750	2784	2793	4893
4930455C13Rik	1016	1016	1016	1016
Aldh8a1	2243	2243	2243	2243
1700020N01Rik	1061	1061	1061	1061
Gm5420	2206	2206	2206	2206
Sgk1	2605	2533	3105	4157
4930444G20Rik	1771	1771	1771	1771
E030030I06Rik	1537	1537	2081	2292
Raet1a	1545	1545	1545	1545
Raet1e	1274	1274	1274	1274
Raet1b	1242	1242	1242	1242
Raet1c	1235	1235	1235	1235
H60b	951	951	951	951
C920009B18Rik	4515	4515	4515	4515
Raet1d	1271	1271	1271	1271
Gm10825	4548	4548	4548	4548
Slc2a12	3762	3762	3762	3762
Tbpl1	2875	2875	2875	2875
Mir7663	61	61	61	61
Tcf21	1227	1227	1227	1227
Eya4	4099	4099	4099	4099
Rps12	518	518	518	518
Snora33	105	105	105	105
Snord100	68	68	68	68
Slc18b1	2837	2837	2837	2837
Vnn3	1811	1811	1811	1811
Vnn1	2416	2416	2416	2416
Taar1	999	999	999	999
Taar2	1020	1020	1020	1020
Taar3	1032	1032	1032	1032
Taar4	1044	1044	1044	1044
Taar5	1014	1014	1014	1014
Taar6	1038	1038	1038	1038
Taar7a	1077	1077	1077	1077
Taar7b	1077	1077	1077	1077
Taar7d	1077	1077	1077	1077
Taar7e	1077	1077	1077	1077
Taar7f	1077	1077	1077	1077
Taar8a	1035	1035	1035	1035
Taar8b	1035	1035	1035	1035
Taar8c	1109	1109	1109	1109
Taar9	1047	1047	1047	1047
Stx7	2500	2500	2500	2500
Moxd1	3083	3083	3083	3083
Ctgf	2402	2402	2402	2402
Enpp1	6770	6778	6781	6781
Enpp3	2815	2815	2815	2815
Med23	4937	4937	4946	4946
Mir6905	70	70	70	70
Arg1	1477	1477	1477	1477
Akap7	3123	3123	3123	3123
Epb4.1l2	4333	4333	4388	4463
Smlr1	674	674	674	674
4930401C15Rik	865	865	865	865
Mir680-3	58	58	58	58
Tmem200a	4115	4115	4115	4115
Gm9767	1193	1193	1193	1193
Samd3	2247	2247	2620	3554
L3mbtl3	3411	3411	3411	3411
Gm8709	1206	1206	1206	1206
Arhgap18	3616	3616	3616	3616
Lama2	9713	9713	9713	9713
4930579H20Rik	1516	1516	1516	1516
Ptprk	6177	6177	6177	6177
Themis	3901	5085	5094	6057
4930519F09Rik	1545	1545	1545	1545
2310057J18Rik	1319	1319	1319	1319
Soga3	3946	3946	3946	3946
9330159F19Rik	5644	5644	5644	5644
Echdc1	2997	2997	3048	3180
Rnf146	4274	4343	4404	4456
Rspo3	2396	2396	2396	2396
Cenpw	1512	1512	1512	1512
Trmt11	2359	2359	2359	2359
Gm20300	3440	3440	3440	3440
Hint3	696	696	696	696
Ncoa7	3931	3931	5107	5338
Hey2	2532	2532	2532	2532
Hddc2	718	718	718	718
Tpd52l1	1267	1267	1267	1267
Gm3258	710	710	710	710
Rnf217	2860	2860	2860	2860
Nkain2	2219	2219	3205	3745
Trdn	4514	4514	4514	4514
D830005E20Rik	1844	1844	1844	1844
Clvs2	2500	2500	2500	2500
Gm4794	882	882	882	882
Sult3a1	1096	1096	1096	1096
Rsph4a	3650	3650	3650	3650
Zufsp	2364	2364	2364	2364
A830082N09Rik	7840	7840	7840	7840
Rwdd1	1082	1082	1082	1082
Trappc3l	1185	1185	1185	1185
Fam26d	3714	3714	3714	3714
Fam26e	1786	1786	1786	1786
Fam26f	1082	1082	1082	1082
Dse	4225	4225	4225	4225
Tspyl1	2696	2696	2696	2696
Tspyl4	3900	3900	3900	3900
Nt5dc1	2716	2716	2716	2716
Col10a1	3130	3130	3130	3130
Frk	4725	4725	4803	4803
Hs3st5	3020	3036	3095	3095
Hdac2	2004	2004	2004	2004
Marcks	4186	4186	4186	4186
4930591E09Rik	486	486	486	486
Rfpl4b	1054	1054	1054	1054
Lama4	6046	6046	6046	6046
Fam229b	730	730	730	730
Tube1	2929	2929	2929	2929
Wisp3	1418	1418	1418	1418
Fyn	3499	3520	3529	3685
Traf3ip2	2867	2867	2867	2867
E130307A14Rik	1664	1664	1664	1664
Rev3l	10665	10665	10665	10665
AA474331	781	781	781	781
2010001E11Rik	2285	2285	2285	2285
G630090E17Rik	1782	1782	1782	1782
BC021785	2968	2981	3551	5981
AI317395	2679	2679	2679	2679
Slc16a10	3853	3853	5394	6556
Rpf2	1655	1655	1830	1890
Gtf3c6	1020	1020	1020	1020
Amd1	3206	3206	3206	3206
Amd2	3197	3197	3197	3197
Cdk19	5740	5740	5807	5807
Slc22a16	2243	2243	2243	2243
Ddo	3000	3000	3000	3000
Mettl24	1529	1529	1529	1529
Cdc40	3365	3365	3365	3365
